INDIVIDUAL_ID,INCOME,HAS_CHILDREN,LENGTH_OF_RESIDENCE,MARITAL_STATUS,HOME_MARKET_VALUE,HOME_OWNER,COLLEGE_DEGREE,GOOD_CREDIT
14654.0,70000.0,0.0,6.0,Married,400000 - 449999,1,1,1
17998.0,47500.0,0.0,3.0,Married,300000 - 349999,0,0,1
17742.0,47500.0,1.0,0.0,Single,100000 - 124999,0,1,1
15326.0,57500.0,1.0,7.0,Married,75000 - 99999,1,0,1
14478.0,125000.0,1.0,6.0,Married,200000 - 224999,1,1,1
15005.0,125000.0,0.0,12.0,Married,75000 - 99999,1,0,1
17611.0,47500.0,1.0,13.0,Married,125000 - 149999,1,0,1
15051.0,12500.0,1.0,8.0,Married,25000 - 49999,1,0,0
13097.0,70000.0,1.0,13.0,Single,75000 - 99999,1,0,0
14030.0,80372.176,0.0,10.0,Single,175000 - 199999,0,0,1
15984.0,125000.0,1.0,15.0,Married,125000 - 149999,1,0,1
17091.0,125000.0,0.0,10.0,Married,100000 - 124999,1,1,1
14621.0,70000.0,0.0,15.0,Married,175000 - 199999,1,1,1
15945.0,80372.176,0.0,9.0,Single,75000 - 99999,0,0,1
18037.0,5000.0,1.0,2.0,Married,50000 - 74999,1,0,0
15380.0,225000.0,0.0,10.0,Married,200000 - 224999,1,0,1
16422.0,87500.0,0.0,4.0,Married,125000 - 149999,1,0,1
16150.0,70000.0,0.0,10.0,Married,100000 - 124999,1,1,1
13110.0,52500.0,0.0,13.0,Married,50000 - 74999,1,0,1
18287.0,250000.0,1.0,6.0,Married,200000 - 224999,1,1,1
15254.0,52500.0,0.0,15.0,Single,50000 - 74999,1,0,1
12758.0,57500.0,1.0,15.0,Single,75000 - 99999,1,0,1
14558.0,52500.0,0.0,4.0,Single,75000 - 99999,1,0,1
17961.0,62500.0,0.0,1.0,Married,50000 - 74999,1,0,1
17485.0,87500.0,0.0,6.0,Married,125000 - 149999,1,0,1
15601.0,80372.176,0.0,1.0,Single,75000 - 99999,0,0,1
13585.0,62500.0,0.0,5.0,Married,100000 - 124999,0,0,1
13442.0,62500.0,1.0,2.0,Married,75000 - 99999,1,0,0
16763.0,70000.0,0.0,4.0,Single,125000 - 149999,1,1,1
17243.0,162500.0,0.0,6.0,Married,300000 - 349999,1,1,1
14865.0,70000.0,0.0,13.0,Married,100000 - 124999,1,0,1
13819.0,62500.0,0.0,11.0,Single,50000 - 74999,1,0,1
15808.0,62500.0,0.0,2.0,Single,100000 - 124999,1,1,0
17191.0,62500.0,1.0,5.0,Married,100000 - 124999,1,1,1
13748.0,87500.0,0.0,15.0,Married,50000 - 74999,1,1,1
15265.0,125000.0,1.0,15.0,Single,75000 - 99999,1,0,1
15485.0,32500.0,0.0,3.0,Single,25000 - 49999,1,0,0
17246.0,87500.0,0.0,15.0,Married,75000 - 99999,1,1,1
14061.0,70000.0,0.0,6.0,Single,75000 - 99999,1,1,1
16563.0,37500.0,0.0,15.0,Married,50000 - 74999,1,0,1
16701.0,32500.0,0.0,7.0,Single,1000 - 24999,1,0,0
14831.0,62500.0,0.0,13.0,Married,125000 - 149999,1,1,1
15602.0,87500.0,0.0,10.0,Married,150000 - 174999,1,1,1
13777.0,32500.0,0.0,9.0,Single,75000 - 99999,1,1,1
14000.0,47500.0,1.0,3.0,Married,25000 - 49999,1,0,1
16823.0,5000.0,1.0,10.0,Single,50000 - 74999,1,1,0
16163.0,42500.0,1.0,5.0,Single,75000 - 99999,1,0,1
17193.0,125000.0,0.0,15.0,Married,100000 - 124999,1,0,1
15759.0,57500.0,1.0,15.0,Single,100000 - 124999,1,0,1
16131.0,62500.0,0.0,2.0,Single,75000 - 99999,0,1,1
14560.0,70000.0,0.0,6.0,Single,75000 - 99999,1,1,1
12523.0,57500.0,0.0,4.0,Single,125000 - 149999,0,0,1
17019.0,47500.0,0.0,2.0,Single,75000 - 99999,0,0,1
17087.0,125000.0,1.0,2.0,Married,400000 - 449999,1,0,1
14894.0,80372.176,0.0,13.0,Married,25000 - 49999,1,0,1
15353.0,250000.0,1.0,7.0,Married,250000 - 274999,1,0,1
16202.0,57500.0,0.0,15.0,Single,50000 - 74999,1,0,1
16700.0,62500.0,1.0,15.0,Married,100000 - 124999,1,0,1
17511.0,125000.0,0.0,11.0,Married,75000 - 99999,1,0,1
12755.0,17500.0,1.0,4.0,Single,50000 - 74999,1,0,1
14299.0,47500.0,0.0,8.0,Married,150000 - 174999,1,0,1
17949.0,22500.0,0.0,7.0,Married,50000 - 74999,1,0,0
14799.0,70000.0,1.0,14.0,Married,50000 - 74999,1,0,1
12980.0,32500.0,0.0,6.0,Single,75000 - 99999,1,0,1
14425.0,125000.0,0.0,13.0,Married,100000 - 124999,1,1,1
17818.0,250000.0,0.0,15.0,Married,275000 - 299999,1,0,1
13623.0,27500.0,0.0,15.0,Married,75000 - 99999,1,0,1
13654.0,32500.0,1.0,6.0,Married,25000 - 49999,1,0,1
17189.0,87500.0,0.0,1.0,Married,250000 - 274999,1,0,1
13269.0,52500.0,1.0,9.0,Married,50000 - 74999,1,0,0
14653.0,125000.0,0.0,8.0,Single,50000 - 74999,1,0,1
15542.0,32500.0,1.0,12.0,Married,25000 - 49999,1,1,1
13564.0,32500.0,1.0,5.0,Single,75000 - 99999,1,1,0
15833.0,62500.0,0.0,2.0,Single,100000 - 124999,1,0,1
14527.0,52500.0,1.0,15.0,Married,75000 - 99999,1,0,1
17476.0,250000.0,1.0,15.0,Married,125000 - 149999,1,0,1
15287.0,125000.0,0.0,5.0,Single,300000 - 349999,0,0,1
14440.0,62500.0,0.0,15.0,Married,100000 - 124999,1,1,1
15581.0,62500.0,0.0,1.0,Single,200000 - 224999,1,0,1
13740.0,17500.0,1.0,2.0,Single,100000 - 124999,0,0,1
13070.0,52500.0,0.0,13.0,Married,75000 - 99999,1,0,1
17768.0,87500.0,1.0,10.0,Married,150000 - 174999,1,0,1
12948.0,62500.0,0.0,1.0,Single,150000 - 174999,0,0,0
16797.0,70000.0,1.0,4.0,Single,175000 - 199999,1,1,1
14667.0,32500.0,1.0,7.0,Single,50000 - 74999,1,0,0
13457.0,250000.0,1.0,5.0,Single,200000 - 224999,1,0,1
16210.0,52500.0,1.0,13.0,Single,75000 - 99999,0,0,1
17867.0,57500.0,1.0,4.0,Married,75000 - 99999,1,1,1
14669.0,47500.0,0.0,8.0,Married,100000 - 124999,1,0,1
17909.0,125000.0,0.0,15.0,Married,75000 - 99999,1,1,1
16086.0,70000.0,0.0,15.0,Married,25000 - 49999,1,0,1
16711.0,62500.0,1.0,15.0,Married,75000 - 99999,1,0,1
16233.0,87500.0,0.0,15.0,Married,175000 - 199999,1,0,1
14204.0,70000.0,1.0,3.0,Single,100000 - 124999,1,0,1
17606.0,250000.0,1.0,6.0,Married,225000 - 249999,1,0,1
17412.0,87500.0,1.0,15.0,Married,125000 - 149999,1,1,1
16525.0,62500.0,1.0,5.0,Single,125000 - 149999,1,1,1
12435.0,125000.0,1.0,6.0,Married,100000 - 124999,1,1,1
14549.0,87500.0,1.0,3.0,Married,1000 - 24999,0,1,0
14106.0,42500.0,1.0,5.0,Married,25000 - 49999,0,0,0
14980.0,87500.0,1.0,3.0,Married,100000 - 124999,1,0,0
14122.0,42500.0,1.0,2.0,Single,75000 - 99999,0,0,1
16987.0,70000.0,1.0,4.0,Married,100000 - 124999,1,0,1
12471.0,87500.0,0.0,5.0,Married,175000 - 199999,1,0,1
15917.0,27500.0,0.0,5.0,Married,75000 - 99999,1,0,1
14987.0,125000.0,1.0,3.0,Married,400000 - 449999,1,0,1
16200.0,62500.0,1.0,4.0,Married,50000 - 74999,1,0,1
15794.0,87500.0,1.0,3.0,Married,150000 - 174999,1,1,1
15523.0,87500.0,0.0,9.0,Married,50000 - 74999,1,0,1
15615.0,32500.0,1.0,15.0,Married,50000 - 74999,1,1,0
18001.0,42500.0,1.0,9.0,Single,50000 - 74999,1,0,1
17841.0,47500.0,0.0,15.0,Single,225000 - 249999,1,0,1
15989.0,87500.0,1.0,2.0,Married,200000 - 224999,0,0,1
12437.0,87500.0,0.0,1.0,Married,75000 - 99999,1,1,1
14646.0,47500.0,1.0,9.0,Married,75000 - 99999,1,0,1
15482.0,12500.0,1.0,9.0,Married,100000 - 124999,1,1,0
16156.0,70000.0,1.0,4.0,Married,75000 - 99999,1,0,1
17716.0,52500.0,1.0,1.0,Single,100000 - 124999,1,1,0
12779.0,125000.0,0.0,11.0,Single,200000 - 224999,1,0,1
15255.0,42500.0,0.0,8.0,Married,50000 - 74999,1,0,1
14771.0,17500.0,1.0,9.0,Single,50000 - 74999,1,0,1
14838.0,42500.0,0.0,13.0,Single,50000 - 74999,1,1,1
13979.0,70000.0,0.0,1.0,Single,125000 - 149999,0,0,1
13800.0,37500.0,1.0,15.0,Single,50000 - 74999,0,1,0
13753.0,52500.0,1.0,3.0,Married,75000 - 99999,1,1,1
16301.0,37500.0,0.0,3.0,Single,100000 - 124999,1,0,1
13931.0,70000.0,1.0,2.0,Married,75000 - 99999,1,1,1
14347.0,125000.0,1.0,11.0,Married,150000 - 174999,1,1,1
12934.0,80372.176,0.0,6.0,Married,75000 - 99999,1,0,1
12484.0,250000.0,0.0,14.0,Married,150000 - 174999,1,0,1
14895.0,70000.0,1.0,13.0,Married,50000 - 74999,1,1,1
15658.0,225000.0,1.0,13.0,Married,150000 - 174999,1,0,1
17314.0,12500.0,1.0,2.0,Married,75000 - 99999,1,0,0
17155.0,27500.0,0.0,12.0,Married,50000 - 74999,1,0,1
15965.0,70000.0,0.0,3.0,Single,75000 - 99999,1,0,1
17322.0,52500.0,0.0,7.0,Single,75000 - 99999,1,0,1
16159.0,125000.0,0.0,8.0,Married,200000 - 224999,1,0,1
14051.0,42500.0,0.0,3.0,Married,100000 - 124999,1,0,1
17411.0,250000.0,0.0,2.0,Married,300000 - 349999,1,0,1
12835.0,87500.0,0.0,12.0,Single,100000 - 124999,0,0,1
17069.0,42500.0,0.0,4.0,Married,125000 - 149999,1,0,1
16918.0,62500.0,1.0,13.0,Married,75000 - 99999,1,1,1
15466.0,162500.0,0.0,5.0,Married,75000 - 99999,1,0,1
14159.0,125000.0,1.0,15.0,Married,150000 - 174999,1,1,1
17940.0,125000.0,0.0,3.0,Married,150000 - 174999,1,0,1
17581.0,87500.0,1.0,1.0,Married,125000 - 149999,1,1,0
16168.0,87500.0,0.0,8.0,Married,125000 - 149999,1,1,1
17287.0,47500.0,0.0,3.0,Single,50000 - 74999,1,0,1
17913.0,42500.0,0.0,7.0,Single,50000 - 74999,1,0,0
13895.0,87500.0,0.0,2.0,Single,175000 - 199999,0,0,1
14057.0,125000.0,1.0,6.0,Single,225000 - 249999,1,0,1
13208.0,70000.0,1.0,9.0,Single,100000 - 124999,0,0,1
13468.0,125000.0,1.0,2.0,Single,125000 - 149999,1,1,1
13485.0,47500.0,1.0,8.0,Married,150000 - 174999,1,0,1
17271.0,57500.0,0.0,15.0,Married,75000 - 99999,1,0,1
16139.0,12500.0,0.0,15.0,Single,75000 - 99999,1,0,0
15953.0,32500.0,0.0,4.0,Single,75000 - 99999,1,0,0
15856.0,125000.0,0.0,12.0,Married,100000 - 124999,1,0,1
16497.0,187500.0,0.0,4.0,Married,225000 - 249999,1,1,1
14905.0,87500.0,1.0,9.0,Married,200000 - 224999,1,1,1
18229.0,5000.0,1.0,7.0,Single,75000 - 99999,1,1,0
13001.0,62500.0,1.0,9.0,Married,75000 - 99999,1,0,1
17853.0,17500.0,0.0,12.0,Married,25000 - 49999,1,1,1
15550.0,87500.0,0.0,6.0,Married,100000 - 124999,1,0,1
13531.0,87500.0,1.0,1.0,Married,175000 - 199999,0,0,1
14952.0,17500.0,0.0,15.0,Married,125000 - 149999,1,0,1
14031.0,87500.0,0.0,12.0,Married,150000 - 174999,1,0,1
12937.0,70000.0,0.0,15.0,Married,75000 - 99999,1,0,1
16612.0,125000.0,1.0,15.0,Married,125000 - 149999,1,0,1
12949.0,125000.0,1.0,1.0,Married,125000 - 149999,1,0,1
14958.0,70000.0,1.0,4.0,Married,150000 - 174999,1,0,1
14644.0,87500.0,0.0,15.0,Married,125000 - 149999,1,0,1
14662.0,37500.0,1.0,11.0,Single,125000 - 149999,1,0,1
17414.0,70000.0,1.0,5.0,Single,100000 - 124999,1,0,1
14755.0,87500.0,1.0,4.0,Married,125000 - 149999,1,0,1
13037.0,87500.0,0.0,4.0,Married,75000 - 99999,1,1,1
14710.0,70000.0,0.0,3.0,Married,350000 - 399999,1,0,1
17679.0,87500.0,1.0,5.0,Married,450000 - 499999,1,0,1
17851.0,87500.0,1.0,15.0,Single,125000 - 149999,1,1,1
14277.0,52500.0,1.0,5.0,Married,100000 - 124999,1,0,1
14750.0,125000.0,0.0,13.0,Married,75000 - 99999,1,0,1
16549.0,47500.0,0.0,15.0,Married,100000 - 124999,1,0,1
15884.0,225000.0,0.0,11.0,Married,150000 - 174999,1,1,1
17343.0,27500.0,0.0,4.0,Married,100000 - 124999,1,0,1
16003.0,32500.0,0.0,15.0,Married,150000 - 174999,1,1,0
17432.0,87500.0,1.0,10.0,Married,100000 - 124999,1,0,1
12577.0,87500.0,0.0,3.0,Married,75000 - 99999,1,0,1
15755.0,70000.0,1.0,6.0,Single,75000 - 99999,1,1,1
14258.0,125000.0,1.0,10.0,Married,50000 - 74999,1,1,1
14564.0,87500.0,0.0,0.0,Married,200000 - 224999,1,1,0
13408.0,125000.0,1.0,15.0,Married,25000 - 49999,1,0,1
16961.0,125000.0,1.0,3.0,Married,150000 - 174999,1,0,1
16645.0,80372.176,0.0,11.0,Single,50000 - 74999,1,0,1
12714.0,125000.0,0.0,3.0,Married,175000 - 199999,1,0,0
16335.0,87500.0,0.0,4.0,Single,75000 - 99999,1,0,1
14221.0,62500.0,1.0,15.0,Married,50000 - 74999,1,0,1
13093.0,37500.0,0.0,6.0,Married,1000 - 24999,1,0,1
12759.0,27500.0,0.0,15.0,Married,75000 - 99999,1,0,1
13666.0,125000.0,0.0,15.0,Married,25000 - 49999,1,1,0
17160.0,87500.0,0.0,8.0,Married,125000 - 149999,1,0,0
14723.0,125000.0,1.0,7.0,Single,100000 - 124999,1,0,1
14961.0,87500.0,0.0,2.0,Married,100000 - 124999,0,0,0
18061.0,87500.0,1.0,11.0,Single,75000 - 99999,1,1,1
17389.0,62500.0,1.0,15.0,Married,75000 - 99999,1,0,1
16883.0,27500.0,0.0,6.0,Single,75000 - 99999,1,0,1
17076.0,70000.0,0.0,13.0,Single,100000 - 124999,1,0,1
13948.0,37500.0,0.0,5.0,Single,25000 - 49999,0,0,1
18223.0,125000.0,0.0,15.0,Married,100000 - 124999,1,0,1
16192.0,125000.0,0.0,13.0,Single,125000 - 149999,1,0,1
15999.0,42500.0,1.0,15.0,Single,200000 - 224999,1,1,1
15109.0,87500.0,1.0,11.0,Married,225000 - 249999,1,1,1
14680.0,32500.0,0.0,3.0,Single,50000 - 74999,1,1,0
16891.0,70000.0,0.0,4.0,Single,75000 - 99999,1,1,1
13807.0,80372.176,0.0,15.0,Single,75000 - 99999,1,0,1
12349.0,70000.0,1.0,11.0,Married,100000 - 124999,1,0,1
14979.0,17500.0,0.0,15.0,Single,75000 - 99999,1,1,1
16656.0,80372.176,0.0,11.0,Single,150000 - 174999,1,1,1
16746.0,87500.0,0.0,15.0,Single,150000 - 174999,1,1,1
17157.0,47500.0,1.0,4.0,Married,150000 - 174999,0,0,1
15309.0,42500.0,1.0,11.0,Married,25000 - 49999,1,0,0
16699.0,125000.0,0.0,2.0,Married,100000 - 124999,1,0,1
16710.0,37500.0,0.0,12.0,Single,75000 - 99999,1,1,1
12510.0,57500.0,1.0,2.0,Married,100000 - 124999,1,0,1
13680.0,125000.0,1.0,15.0,Married,75000 - 99999,1,1,1
12970.0,125000.0,0.0,5.0,Married,125000 - 149999,1,0,0
17935.0,187500.0,1.0,5.0,Married,200000 - 224999,1,0,0
15767.0,42500.0,0.0,15.0,Married,50000 - 74999,1,1,1
17151.0,87500.0,0.0,3.0,Single,150000 - 174999,1,1,1
17127.0,125000.0,0.0,2.0,Married,75000 - 99999,1,1,1
13694.0,87500.0,0.0,15.0,Married,75000 - 99999,1,0,1
13733.0,87500.0,1.0,5.0,Married,100000 - 124999,1,0,1
18181.0,87500.0,1.0,5.0,Married,125000 - 149999,1,0,1
13174.0,70000.0,1.0,15.0,Single,100000 - 124999,1,1,1
13329.0,87500.0,0.0,4.0,Single,125000 - 149999,1,1,0
17421.0,70000.0,1.0,2.0,Married,75000 - 99999,1,0,0
16351.0,62500.0,0.0,2.0,Married,100000 - 124999,1,0,1
15684.0,42500.0,1.0,6.0,Married,75000 - 99999,1,1,1
17884.0,87500.0,1.0,15.0,Married,125000 - 149999,1,0,1
13679.0,250000.0,0.0,2.0,Married,225000 - 249999,1,1,1
12748.0,32500.0,0.0,15.0,Single,275000 - 299999,1,1,1
18071.0,87500.0,0.0,15.0,Married,150000 - 174999,1,0,1
14238.0,87500.0,1.0,6.0,Single,100000 - 124999,1,0,1
15223.0,32500.0,0.0,15.0,Married,25000 - 49999,1,0,0
13021.0,37500.0,0.0,1.0,Married,150000 - 174999,0,0,1
17115.0,17500.0,0.0,2.0,Single,150000 - 174999,1,0,0
17850.0,42500.0,0.0,8.0,Married,75000 - 99999,1,0,0
14239.0,17500.0,1.0,5.0,Single,75000 - 99999,1,0,0
13999.0,27500.0,1.0,3.0,Single,250000 - 274999,1,1,1
13958.0,42500.0,0.0,15.0,Married,50000 - 74999,1,0,0
13641.0,52500.0,0.0,3.0,Single,50000 - 74999,1,0,1
12820.0,70000.0,0.0,11.0,Married,75000 - 99999,1,0,0
16410.0,87500.0,0.0,15.0,Single,75000 - 99999,1,1,1
15240.0,62500.0,0.0,4.0,Married,75000 - 99999,1,0,1
16158.0,87500.0,0.0,2.0,Single,150000 - 174999,1,1,0
15484.0,250000.0,0.0,5.0,Married,225000 - 249999,1,0,1
15057.0,52500.0,0.0,11.0,Married,275000 - 299999,1,0,0
14867.0,70000.0,0.0,10.0,Single,75000 - 99999,1,0,1
17642.0,250000.0,1.0,6.0,Married,125000 - 149999,1,1,1
13813.0,62500.0,0.0,8.0,Married,125000 - 149999,1,1,1
12417.0,52500.0,1.0,10.0,Married,50000 - 74999,0,0,1
17920.0,87500.0,1.0,1.0,Married,75000 - 99999,1,0,1
16104.0,125000.0,0.0,15.0,Married,150000 - 174999,1,0,1
17150.0,70000.0,1.0,3.0,Married,100000 - 124999,1,1,0
15059.0,57500.0,1.0,4.0,Single,50000 - 74999,1,1,1
16277.0,125000.0,0.0,15.0,Married,125000 - 149999,1,1,1
17244.0,125000.0,0.0,12.0,Married,150000 - 174999,1,0,1
15260.0,27500.0,0.0,15.0,Married,75000 - 99999,1,1,1
12583.0,17500.0,1.0,6.0,Single,50000 - 74999,1,0,1
15555.0,70000.0,1.0,10.0,Single,125000 - 149999,1,0,1
13736.0,70000.0,0.0,2.0,Single,125000 - 149999,1,0,0
14133.0,42500.0,0.0,2.0,Single,75000 - 99999,1,1,1
13448.0,62500.0,1.0,3.0,Married,125000 - 149999,1,1,1
17085.0,250000.0,1.0,4.0,Married,225000 - 249999,1,0,1
14468.0,47500.0,1.0,15.0,Single,75000 - 99999,1,1,1
16395.0,125000.0,0.0,10.0,Single,100000 - 124999,1,1,1
16485.0,125000.0,1.0,15.0,Single,50000 - 74999,1,0,1
15878.0,125000.0,1.0,15.0,Married,75000 - 99999,1,1,1
15860.0,125000.0,0.0,2.0,Single,150000 - 174999,1,0,1
13373.0,57500.0,1.0,2.0,Married,25000 - 49999,1,0,1
14608.0,57500.0,1.0,15.0,Married,50000 - 74999,1,0,1
14896.0,225000.0,1.0,11.0,Married,200000 - 224999,1,1,1
16964.0,70000.0,0.0,2.0,Married,50000 - 74999,1,0,1
15983.0,87500.0,1.0,9.0,Single,225000 - 249999,1,0,1
14454.0,125000.0,0.0,4.0,Married,150000 - 174999,1,0,0
16718.0,12500.0,0.0,8.0,Single,25000 - 49999,1,1,0
14546.0,62500.0,1.0,3.0,Married,175000 - 199999,1,1,0
17848.0,87500.0,0.0,15.0,Married,125000 - 149999,1,0,1
15547.0,87500.0,1.0,1.0,Married,100000 - 124999,1,0,1
17969.0,62500.0,0.0,7.0,Married,75000 - 99999,1,0,1
17406.0,125000.0,1.0,6.0,Married,150000 - 174999,1,1,1
14548.0,57500.0,1.0,6.0,Married,175000 - 199999,1,0,1
17916.0,47500.0,1.0,3.0,Single,100000 - 124999,0,0,1
15822.0,70000.0,0.0,5.0,Married,100000 - 124999,1,0,1
13319.0,70000.0,1.0,15.0,Married,75000 - 99999,1,1,1
17610.0,87500.0,1.0,4.0,Married,225000 - 249999,1,0,0
16773.0,70000.0,1.0,4.0,Married,125000 - 149999,1,0,1
13890.0,87500.0,1.0,8.0,Single,175000 - 199999,1,1,1
15641.0,70000.0,0.0,4.0,Single,250000 - 274999,1,1,1
14123.0,70000.0,1.0,4.0,Married,125000 - 149999,1,1,1
13019.0,125000.0,1.0,2.0,Single,200000 - 224999,1,1,1
14940.0,87500.0,1.0,6.0,Married,75000 - 99999,1,1,1
16686.0,87500.0,0.0,3.0,Single,125000 - 149999,1,0,1
15691.0,87500.0,0.0,15.0,Married,100000 - 124999,1,1,1
16436.0,125000.0,1.0,15.0,Single,100000 - 124999,1,0,1
17530.0,17500.0,0.0,15.0,Married,50000 - 74999,1,0,1
13491.0,57500.0,1.0,13.0,Married,50000 - 74999,1,1,1
14003.0,187500.0,1.0,15.0,Married,100000 - 124999,1,0,1
12839.0,62500.0,1.0,2.0,Single,125000 - 149999,1,0,1
17557.0,17500.0,0.0,6.801,Single,100000 - 124999,0,0,1
14738.0,250000.0,1.0,10.0,Married,125000 - 149999,1,1,1
16124.0,62500.0,0.0,6.0,Single,50000 - 74999,1,0,1
17739.0,87500.0,1.0,2.0,Married,150000 - 174999,0,0,1
16556.0,62500.0,1.0,3.0,Married,150000 - 174999,1,0,1
14695.0,57500.0,0.0,15.0,Married,125000 - 149999,1,0,1
14828.0,225000.0,0.0,8.0,Married,100000 - 124999,1,1,1
15115.0,125000.0,1.0,4.0,Married,100000 - 124999,1,1,1
13693.0,57500.0,1.0,15.0,Married,75000 - 99999,1,0,1
14955.0,47500.0,0.0,6.801,Single,100000 - 124999,0,0,1
14037.0,125000.0,1.0,4.0,Married,150000 - 174999,1,0,1
18077.0,12500.0,1.0,4.0,Single,50000 - 74999,1,1,0
13905.0,57500.0,1.0,3.0,Married,250000 - 274999,1,0,1
16768.0,87500.0,1.0,5.0,Single,125000 - 149999,1,0,1
13495.0,87500.0,0.0,6.0,Married,175000 - 199999,1,1,1
13190.0,87500.0,1.0,3.0,Single,125000 - 149999,1,0,1
15358.0,42500.0,0.0,15.0,Married,50000 - 74999,1,0,0
17707.0,87500.0,0.0,11.0,Single,50000 - 74999,1,1,1
17044.0,62500.0,1.0,3.0,Married,125000 - 149999,1,0,1
17436.0,80372.176,0.0,6.801,Married,25000 - 49999,0,0,1
13234.0,225000.0,1.0,4.0,Married,100000 - 124999,1,0,1
16404.0,22500.0,1.0,4.0,Single,50000 - 74999,1,1,0
14574.0,57500.0,0.0,1.0,Single,100000 - 124999,0,0,0
15716.0,70000.0,0.0,6.0,Single,75000 - 99999,1,0,1
14540.0,87500.0,0.0,3.0,Married,150000 - 174999,1,1,1
18219.0,87500.0,0.0,4.0,Single,25000 - 49999,1,0,1
12747.0,47500.0,1.0,5.0,Single,75000 - 99999,1,0,1
18162.0,27500.0,0.0,4.0,Single,75000 - 99999,1,0,1
17441.0,87500.0,1.0,6.0,Married,150000 - 174999,1,1,1
17988.0,225000.0,1.0,2.0,Married,150000 - 174999,1,0,1
13206.0,87500.0,1.0,12.0,Married,300000 - 349999,1,1,1
14512.0,87500.0,1.0,0.0,Married,450000 - 499999,0,0,1
16353.0,12500.0,1.0,13.0,Single,100000 - 124999,0,0,1
16018.0,42500.0,0.0,15.0,Married,50000 - 74999,1,0,0
14670.0,70000.0,0.0,5.0,Single,125000 - 149999,1,0,1
14590.0,70000.0,1.0,4.0,Single,150000 - 174999,0,0,1
12677.0,87500.0,1.0,8.0,Married,125000 - 149999,1,0,1
17457.0,17500.0,0.0,15.0,Married,75000 - 99999,0,0,1
15421.0,87500.0,1.0,15.0,Single,175000 - 199999,1,0,1
17990.0,87500.0,1.0,8.0,Married,150000 - 174999,1,0,1
13148.0,125000.0,1.0,15.0,Married,100000 - 124999,1,0,1
17364.0,42500.0,1.0,1.0,Single,125000 - 149999,0,0,0
